appid,name,genres,steamspy_tags,steamspy_tags_weighted
750920,Shadow of the Tomb Raider: Definitive Edition,"Action, Adventure",Adventure;Action;Female Protagonist;Singleplayer;Open World;Third Person;Story Rich;Puzzle;Stealth;Action-Adventure;Exploration;Survival;Violent;Atmospheric;Shooter;Gore;Great Soundtrack;Multiplayer;Dark;Heist,"{""Adventure"": 915, ""Action"": 709, ""Female Protagonist"": 589, ""Singleplayer"": 554, ""Open World"": 543, ""Third Person"": 524, ""Story Rich"": 513, ""Puzzle"": 445, ""Stealth"": 419, ""Action-Adventure"": 413, ""Exploration"": 381, ""Survival"": 335, ""Violent"": 255, ""Atmospheric"": 246, ""Shooter"": 231, ""Gore"": 182, ""Great Soundtrack"": 148, ""Multiplayer"": 143, ""Dark"": 132, ""Heist"": 75}"
860860,Suicide Guy: Sleepin' Deeply,"Action, Adventure, Indie",Indie;Action;First-Person;Adventure;Puzzle-Platformer;Violent;Exploration;Puzzle;Atmospheric;Philosophical;Funny;Surreal;Comedy;Satire;Experience,"{""Indie"": 36, ""Action"": 29, ""First-Person"": 27, ""Adventure"": 26, ""Puzzle-Platformer"": 26, ""Violent"": 25, ""Exploration"": 24, ""Puzzle"": 23, ""Atmospheric"": 23, ""Philosophical"": 23, ""Funny"": 22, ""Surreal"": 15, ""Comedy"": 15, ""Satire"": 14, ""Experience"": 13}"
960910,Heavy Rain,"Action, Adventure",Choices Matter;Story Rich;Multiple Endings;Narration;Cinematic;Adventure;Detective;Thriller;Emotional;Quick-Time Events;Interactive Fiction;Investigation;Mystery;Sexual Content;Singleplayer;Dynamic Narration;Crime;Atmospheric;Violent;Nudity,"{""Choices Matter"": 501, ""Story Rich"": 431, ""Multiple Endings"": 429, ""Narration"": 297, ""Cinematic"": 293, ""Adventure"": 268, ""Detective"": 259, ""Thriller"": 224, ""Emotional"": 220, ""Quick-Time Events"": 210, ""Interactive Fiction"": 207, ""Investigation"": 206, ""Mystery"": 194, ""Sexual Content"": 193, ""Singleplayer"": 192, ""Dynamic Narration"": 181, ""Crime"": 180, ""Atmospheric"": 161, ""Violent"": 150, ""Nudity"": 113}"
960990,Beyond: Two Souls,"Action, Adventure",Adventure;Choices Matter;Story Rich;Female Protagonist;Cinematic;Singleplayer;Emotional;Co-op;Sci-fi;Quick-Time Events;Dynamic Narration;Horror;Third Person;Atmospheric;Narration;Thriller;Beautiful;Drama;Violent;Great Soundtrack,"{""Adventure"": 439, ""Choices Matter"": 434, ""Story Rich"": 393, ""Female Protagonist"": 373, ""Cinematic"": 284, ""Singleplayer"": 231, ""Emotional"": 212, ""Co-op"": 169, ""Sci-fi"": 146, ""Quick-Time Events"": 143, ""Dynamic Narration"": 134, ""Horror"": 127, ""Third Person"": 123, ""Atmospheric"": 116, ""Narration"": 114, ""Thriller"": 114, ""Beautiful"": 101, ""Drama"": 97, ""Violent"": 95, ""Great Soundtrack"": 94}"
976310,Mortal Kombat 11,Action,Fighting;Gore;Violent;Multiplayer;Blood;Action;2D Fighter;Mature;Local Multiplayer;Competitive;Singleplayer;Character Customization;Story Rich;Great Soundtrack;Atmospheric;Cute;Sexual Content;Arcade;2.5D;Horror,"{""Fighting"": 1329, ""Gore"": 954, ""Violent"": 796, ""Multiplayer"": 794, ""Blood"": 714, ""Action"": 679, ""2D Fighter"": 485, ""Mature"": 459, ""Local Multiplayer"": 382, ""Competitive"": 347, ""Singleplayer"": 313, ""Character Customization"": 310, ""Story Rich"": 296, ""Great Soundtrack"": 211, ""Atmospheric"": 210, ""Cute"": 206, ""Sexual Content"": 201, ""Arcade"": 171, ""2.5D"": 140, ""Horror"": 126}"
979070,Just Die Already,"Adventure, Indie, Simulation",Open World;Multiplayer;Sandbox;Adventure;Simulation;Funny;Gore;Indie;Comedy;Violent;Shooter;Online Co-Op;Co-op;Nudity;Third Person;3D;Singleplayer;Sexual Content;Perma Death;Board Game,"{""Open World"": 160, ""Multiplayer"": 152, ""Sandbox"": 151, ""Adventure"": 139, ""Simulation"": 132, ""Funny"": 117, ""Gore"": 113, ""Indie"": 111, ""Comedy"": 104, ""Violent"": 103, ""Shooter"": 94, ""Online Co-Op"": 72, ""Co-op"": 70, ""Nudity"": 66, ""Third Person"": 49, ""3D"": 44, ""Singleplayer"": 43, ""Sexual Content"": 37, ""Perma Death"": 29, ""Board Game"": 19}"
991170,Barn Finders,"Casual, Indie, Simulation",Simulation;Casual;Indie;Trading;Economy;Singleplayer;Exploration;Management;First-Person;Sandbox;Funny;Realistic;Inventory Management;Relaxing;Physics;Atmospheric;Adventure;Education;Family Friendly;Classic,"{""Simulation"": 91, ""Casual"": 65, ""Indie"": 58, ""Trading"": 57, ""Economy"": 54, ""Singleplayer"": 53, ""Exploration"": 51, ""Management"": 47, ""First-Person"": 42, ""Sandbox"": 38, ""Funny"": 34, ""Realistic"": 34, ""Inventory Management"": 34, ""Relaxing"": 33, ""Physics"": 32, ""Atmospheric"": 32, ""Adventure"": 31, ""Education"": 24, ""Family Friendly"": 20, ""Classic"": 14}"
1004750,WRC 8 FIA World Rally Championship,"Racing, Simulation, Sports",Singleplayer;Racing;Score Attack;Driving;Automobile Sim;Sports;Physics;PvP;Time Management;Management;Competitive;e-sports;3D;First-Person;Open World;Colorful;Third Person;Simulation;Realistic;Offroad,"{""Singleplayer"": 397, ""Racing"": 359, ""Score Attack"": 353, ""Driving"": 345, ""Automobile Sim"": 338, ""Sports"": 338, ""Physics"": 330, ""PvP"": 325, ""Time Management"": 320, ""Management"": 319, ""Competitive"": 316, ""e-sports"": 313, ""3D"": 309, ""First-Person"": 304, ""Open World"": 302, ""Colorful"": 302, ""Third Person"": 300, ""Simulation"": 296, ""Realistic"": 289, ""Offroad"": 287}"
1035930,Nyasha,"Casual, Indie",Nudity;Sexual Content;Casual;Indie;Puzzle;Hentai;Anime,"{""Nudity"": 41, ""Sexual Content"": 39, ""Casual"": 36, ""Indie"": 35, ""Puzzle"": 13, ""Hentai"": 10, ""Anime"": 9}"
1037190,Shipped,"Action, Casual, Indie, Sports",Local Multiplayer;4 Player Local;Multiplayer;Naval Combat;Naval;Pirates;Sailing;Competitive;Casual;Arcade;Fast-Paced;Sports;Racing;Combat Racing;Battle Royale;Colorful;Cute;Indie;Anime;Action,"{""Local Multiplayer"": 260, ""4 Player Local"": 254, ""Multiplayer"": 249, ""Naval Combat"": 245, ""Naval"": 241, ""Pirates"": 234, ""Sailing"": 231, ""Competitive"": 226, ""Casual"": 223, ""Arcade"": 219, ""Fast-Paced"": 215, ""Sports"": 211, ""Racing"": 207, ""Combat Racing"": 200, ""Battle Royale"": 195, ""Colorful"": 187, ""Cute"": 183, ""Indie"": 172, ""Anime"": 159, ""Action"": 158}"
1061470,Nyasha Valkyrie,"Casual, Indie",Casual;Indie;Sexual Content;Nudity;Puzzle;Anime,"{""Casual"": 34, ""Indie"": 33, ""Sexual Content"": 33, ""Nudity"": 11, ""Puzzle"": 8, ""Anime"": 8}"
1061910,Metal: Hellsinger,"Action, Adventure",Rhythm;FPS;Atmospheric;Singleplayer;Music;Shooter;Action;Demons;First-Person;Combat;Female Protagonist;Adventure;Score Attack;3D;Dark Fantasy;Stylized;Dark;Cinematic;Narration;Fantasy,"{""Rhythm"": 686, ""FPS"": 650, ""Atmospheric"": 626, ""Singleplayer"": 612, ""Music"": 608, ""Shooter"": 583, ""Action"": 581, ""Demons"": 571, ""First-Person"": 532, ""Combat"": 530, ""Female Protagonist"": 521, ""Adventure"": 499, ""Score Attack"": 494, ""3D"": 480, ""Dark Fantasy"": 465, ""Stylized"": 462, ""Dark"": 462, ""Cinematic"": 459, ""Narration"": 454, ""Fantasy"": 432}"
1079310,Elemental Girls,"Casual, Indie",Indie;Casual;Nudity;Sexual Content;Anime;Hentai;Puzzle,"{""Indie"": 34, ""Casual"": 34, ""Nudity"": 12, ""Sexual Content"": 12, ""Anime"": 11, ""Hentai"": 10, ""Puzzle"": 9}"
1111030,Hentai Bad Girls,"Casual, Indie",,{}
1127390,Cute Cute Cuties,"Casual, Indie",,{}
1149460,ICARUS,"Action, Adventure, Simulation",Survival;Open World Survival Craft;Multiplayer;Base-Building;Online Co-Op;Crafting;Open World;Exploration;Building;Co-op;PvE;First-Person;Space;Realistic;Mining;Third Person;Sandbox;Adventure;Nature;Science,"{""Survival"": 738, ""Open World Survival Craft"": 673, ""Multiplayer"": 627, ""Base-Building"": 601, ""Online Co-Op"": 585, ""Crafting"": 562, ""Open World"": 524, ""Exploration"": 515, ""Building"": 484, ""Co-op"": 462, ""PvE"": 420, ""First-Person"": 419, ""Space"": 386, ""Realistic"": 349, ""Mining"": 346, ""Third Person"": 336, ""Sandbox"": 333, ""Adventure"": 311, ""Nature"": 283, ""Science"": 274}"
1149620,Gas Station Simulator,"Casual, Indie, Simulation",Simulation;Economy;Building;Singleplayer;Management;Casual;Base-Building;First-Person;Open World;Realistic;Relaxing;Education;Multiplayer;Funny;Design & Illustration;Driving;Memes;Destruction;Choices Matter;Family Friendly,"{""Simulation"": 485, ""Economy"": 300, ""Building"": 269, ""Singleplayer"": 254, ""Management"": 249, ""Casual"": 247, ""Base-Building"": 239, ""First-Person"": 236, ""Open World"": 233, ""Realistic"": 233, ""Relaxing"": 232, ""Education"": 232, ""Multiplayer"": 228, ""Funny"": 227, ""Design & Illustration"": 224, ""Driving"": 222, ""Memes"": 220, ""Destruction"": 215, ""Choices Matter"": 211, ""Family Friendly"": 210}"
1158890,White Shadows,"Action, Adventure, Casual, Indie",Puzzle;Adventure;Atmospheric;Platformer;Story Rich;Indie;Dark Fantasy;Exploration;Singleplayer;Horror;Difficult;Action-Adventure;Action;Puzzle-Platformer;Dark;Stealth;Gore;Violent;Cinematic;Dystopian ,"{""Puzzle"": 200, ""Adventure"": 189, ""Atmospheric"": 189, ""Platformer"": 185, ""Story Rich"": 183, ""Indie"": 174, ""Dark Fantasy"": 169, ""Exploration"": 165, ""Singleplayer"": 163, ""Horror"": 162, ""Difficult"": 155, ""Action-Adventure"": 154, ""Action"": 152, ""Puzzle-Platformer"": 149, ""Dark"": 143, ""Stealth"": 130, ""Gore"": 122, ""Violent"": 117, ""Cinematic"": 106, ""Dystopian "": 99}"
1171440,Hentai Halloween,"Casual, Indie",,{}
1173740,Woodle Tree 2: Deluxe+,"Action, Adventure, Indie",Action;Indie;3D Platformer;Funny;Colorful;Casual;Comedy;Adventure;Great Soundtrack;Platformer;Puzzle-Platformer;Cute;Exploration;Third Person;Cartoony;Puzzle;Collectathon;Singleplayer;Atmospheric;Action-Adventure,"{""Action"": 94, ""Indie"": 92, ""3D Platformer"": 80, ""Funny"": 75, ""Colorful"": 67, ""Casual"": 59, ""Comedy"": 57, ""Adventure"": 55, ""Great Soundtrack"": 54, ""Platformer"": 43, ""Puzzle-Platformer"": 39, ""Cute"": 37, ""Exploration"": 35, ""Third Person"": 33, ""Cartoony"": 30, ""Puzzle"": 29, ""Collectathon"": 28, ""Singleplayer"": 28, ""Atmospheric"": 27, ""Action-Adventure"": 27}"
1198970,I Am Jesus Christ,"Action, Adventure, Casual, Indie, Simulation",,{}
1222700,A Way Out,"Action, Adventure, Indie",Online Co-Op;Co-op;Split Screen;Story Rich;Local Co-Op;Multiplayer;Action-Adventure;Action;Adventure;Crime;Third Person;Emotional;Conversation;Atmospheric;Nudity;Cinematic;Sexual Content;Violent;Singleplayer;Indie,"{""Online Co-Op"": 781, ""Co-op"": 719, ""Split Screen"": 610, ""Story Rich"": 543, ""Local Co-Op"": 510, ""Multiplayer"": 400, ""Action-Adventure"": 352, ""Action"": 313, ""Adventure"": 282, ""Crime"": 265, ""Third Person"": 238, ""Emotional"": 213, ""Conversation"": 180, ""Atmospheric"": 162, ""Nudity"": 142, ""Cinematic"": 141, ""Sexual Content"": 137, ""Violent"": 127, ""Singleplayer"": 113, ""Indie"": 71}"
1254500,Bad Lady,"Casual, Indie",,{}
1257430,My Harem,"Casual, Indie",,{}
1258190,Cyber Lady,"Casual, Indie",,{}
1260320,Party Animals,"Action, Casual, Indie",Multiplayer;Funny;Casual;Cute;Party Game;Co-op;Fighting;Action;PvP;Party;Online Co-Op;Family Friendly;Local Multiplayer;Physics;4 Player Local;3D Fighter;Local Co-Op;Team-Based;Indie;Action-Adventure,"{""Multiplayer"": 786, ""Funny"": 734, ""Casual"": 732, ""Cute"": 622, ""Party Game"": 529, ""Co-op"": 462, ""Fighting"": 457, ""Action"": 454, ""PvP"": 440, ""Party"": 392, ""Online Co-Op"": 386, ""Family Friendly"": 379, ""Local Multiplayer"": 373, ""Physics"": 358, ""4 Player Local"": 356, ""3D Fighter"": 351, ""Local Co-Op"": 339, ""Team-Based"": 325, ""Indie"": 322, ""Action-Adventure"": 317}"
1284190,The Planet Crafter,Adventure,Open World Survival Craft;Base-Building;Survival;Online Co-Op;Co-op;Building;Crafting;Open World;Exploration;Space;Automation;Sandbox;First-Person;Resource Management;Singleplayer;Sci-fi;Adventure;Story Rich;Immersive Sim;Aliens,"{""Open World Survival Craft"": 843, ""Base-Building"": 839, ""Survival"": 815, ""Online Co-Op"": 810, ""Co-op"": 781, ""Building"": 772, ""Crafting"": 750, ""Open World"": 736, ""Exploration"": 713, ""Space"": 693, ""Automation"": 663, ""Sandbox"": 652, ""First-Person"": 650, ""Resource Management"": 642, ""Singleplayer"": 641, ""Sci-fi"": 638, ""Adventure"": 620, ""Story Rich"": 573, ""Immersive Sim"": 497, ""Aliens"": 485}"
1299120,Mosaique Neko Waifus 2,"Casual, RPG",Hentai;Sexual Content;NSFW;Nudity;LGBTQ+;Puzzle;2D;Visual Novel;RPG;Interactive Fiction;Colorful;Romance;Singleplayer;Anime;Casual;Collectathon;Cute;Dating Sim;Beautiful;Hand-drawn,"{""Hentai"": 217, ""Sexual Content"": 196, ""NSFW"": 195, ""Nudity"": 195, ""LGBTQ+"": 176, ""Puzzle"": 160, ""2D"": 154, ""Visual Novel"": 153, ""RPG"": 150, ""Interactive Fiction"": 139, ""Colorful"": 127, ""Romance"": 120, ""Singleplayer"": 107, ""Anime"": 103, ""Casual"": 90, ""Collectathon"": 89, ""Cute"": 54, ""Dating Sim"": 49, ""Beautiful"": 45, ""Hand-drawn"": 42}"
1312990,Awkward Girls,"Casual, Indie",,{}
1316760,Suicide Guy VR,Action,Puzzle-Platformer;Comedy;First-Person;Adventure;Puzzle;Physics;Action-Adventure;Action;3D Platformer;Science;Dark Humor;Story Rich;Atmospheric;Level Editor;FPS;Sci-fi;Funny;Co-op;Platformer;VR,"{""Puzzle-Platformer"": 487, ""Comedy"": 477, ""First-Person"": 476, ""Adventure"": 431, ""Puzzle"": 418, ""Physics"": 411, ""Action-Adventure"": 394, ""Action"": 365, ""3D Platformer"": 178, ""Science"": 178, ""Dark Humor"": 178, ""Story Rich"": 177, ""Atmospheric"": 177, ""Level Editor"": 176, ""FPS"": 175, ""Sci-fi"": 174, ""Funny"": 172, ""Co-op"": 171, ""Platformer"": 169, ""VR"": 147}"
1346960,The Divine Invasion,"Action, Adventure, Indie, Simulation",Adventure;Simulation;Action;Puzzle;Exploration;Spectacle fighter;Choose Your Own Adventure;3D;Cinematic;Beautiful;Noir;Third Person;Cyberpunk;Sci-fi;Lore-Rich;Investigation;Swordplay;Fantasy;Combat;PvE,"{""Adventure"": 335, ""Simulation"": 330, ""Action"": 329, ""Puzzle"": 320, ""Exploration"": 300, ""Spectacle fighter"": 288, ""Choose Your Own Adventure"": 282, ""3D"": 274, ""Cinematic"": 267, ""Beautiful"": 255, ""Noir"": 244, ""Third Person"": 236, ""Cyberpunk"": 222, ""Sci-fi"": 208, ""Lore-Rich"": 205, ""Investigation"": 189, ""Swordplay"": 173, ""Fantasy"": 154, ""Combat"": 135, ""PvE"": 115}"
1386730,Wordle 2,"Casual, Indie, Simulation, Sports",Puzzle;Casual;Indie;Fast-Paced;2D;Physics;Short;Relaxing;Minimalist;Point & Click;Puzzle-Platformer;Mouse only;Logic;Sports;Word Game;Simulation;Family Friendly;Singleplayer;Difficult;Spelling,"{""Puzzle"": 338, ""Casual"": 331, ""Indie"": 327, ""Fast-Paced"": 321, ""2D"": 320, ""Physics"": 311, ""Short"": 308, ""Relaxing"": 300, ""Minimalist"": 299, ""Point & Click"": 295, ""Puzzle-Platformer"": 294, ""Mouse only"": 293, ""Logic"": 287, ""Sports"": 276, ""Word Game"": 272, ""Simulation"": 263, ""Family Friendly"": 260, ""Singleplayer"": 258, ""Difficult"": 252, ""Spelling"": 244}"
1410640,Syberia: The World Before,Adventure,Adventure;Story Rich;Point & Click;Puzzle;Exploration;Mystery;Steampunk;Female Protagonist;Cinematic;Detective;Narration;Atmospheric;Realistic;Investigation;Drama;Emotional;Singleplayer;Third Person;Historical;Mature,"{""Adventure"": 403, ""Story Rich"": 387, ""Point & Click"": 386, ""Puzzle"": 376, ""Exploration"": 358, ""Mystery"": 349, ""Steampunk"": 346, ""Female Protagonist"": 344, ""Cinematic"": 331, ""Detective"": 328, ""Narration"": 306, ""Atmospheric"": 298, ""Realistic"": 289, ""Investigation"": 280, ""Drama"": 277, ""Emotional"": 266, ""Singleplayer"": 263, ""Third Person"": 254, ""Historical"": 251, ""Mature"": 249}"
1510580,Toy Tinker Simulator,"Indie, Simulation",Simulation;Building;Realistic;First-Person;Trading;Sandbox;Family Friendly;Relaxing;Inventory Management;Singleplayer;Indie;3D;Cute;Funny;Design & Illustration;FPS;Resource Management;Immersive Sim;Historical;Anime,"{""Simulation"": 173, ""Building"": 165, ""Realistic"": 162, ""First-Person"": 155, ""Trading"": 155, ""Sandbox"": 148, ""Family Friendly"": 144, ""Relaxing"": 143, ""Inventory Management"": 140, ""Singleplayer"": 140, ""Indie"": 137, ""3D"": 134, ""Cute"": 126, ""Funny"": 125, ""Design & Illustration"": 120, ""FPS"": 111, ""Resource Management"": 107, ""Immersive Sim"": 91, ""Historical"": 84, ""Anime"": 83}"
1583230,High On Life,"Action, Adventure",Comedy;FPS;Singleplayer;Dark Humor;Adventure;Sci-fi;Action-Adventure;First-Person;Shooter;Action;Violent;Sexual Content;Story Rich;Gore;Colorful;Open World;Combat;Nudity;Funny;NSFW,"{""Comedy"": 174, ""FPS"": 165, ""Singleplayer"": 155, ""Dark Humor"": 137, ""Adventure"": 135, ""Sci-fi"": 119, ""Action-Adventure"": 118, ""First-Person"": 104, ""Shooter"": 103, ""Action"": 99, ""Violent"": 95, ""Sexual Content"": 91, ""Story Rich"": 88, ""Gore"": 81, ""Colorful"": 71, ""Open World"": 65, ""Combat"": 64, ""Nudity"": 49, ""Funny"": 24, ""NSFW"": 24}"
1585220,Melatonin,"Action, Indie",Rhythm;Indie;Cute;Hand-drawn;Colorful;Music;Relaxing;2D;Singleplayer;Action;Surreal;Cozy;Puzzle;Great Soundtrack;Arcade;Score Attack;Comedy;Controller;Music-Based Procedural Generation;Difficult,"{""Rhythm"": 142, ""Indie"": 119, ""Cute"": 90, ""Hand-drawn"": 84, ""Colorful"": 75, ""Music"": 67, ""Relaxing"": 67, ""2D"": 66, ""Singleplayer"": 55, ""Action"": 54, ""Surreal"": 43, ""Cozy"": 41, ""Puzzle"": 40, ""Great Soundtrack"": 30, ""Arcade"": 29, ""Score Attack"": 29, ""Comedy"": 28, ""Controller"": 25, ""Music-Based Procedural Generation"": 20, ""Difficult"": 16}"
1590670,Erotic Jigsaw Puzzle,"Casual, Indie",,{}
1693040,Synthwave Burnout,"Action, Indie, Racing, Sports",Action;Racing;Sports;Rhythm;3D;Colorful;Noir;Third Person;1980s;1990's;Atmospheric;Cyberpunk;Futuristic;Retro;Sci-fi;Singleplayer;Music;Soundtrack;Early Access;Indie,"{""Action"": 255, ""Racing"": 246, ""Sports"": 238, ""Rhythm"": 210, ""3D"": 205, ""Colorful"": 191, ""Noir"": 183, ""Third Person"": 174, ""1980s"": 166, ""1990's"": 154, ""Atmospheric"": 142, ""Cyberpunk"": 140, ""Futuristic"": 127, ""Retro"": 110, ""Sci-fi"": 94, ""Singleplayer"": 77, ""Music"": 61, ""Soundtrack"": 58, ""Early Access"": 54, ""Indie"": 52}"
1702830,BLACKJACK and WAIFUS Hentai Version,"Casual, Indie, RPG, Simulation",Simulation;Card Game;Visual Novel;Dating Sim;Casual;RPG;Puzzle;Comedy;Tabletop;Card Battler;Cute;Cartoony;Hand-drawn;Stylized;Colorful;LGBTQ+;Relaxing;Romance;Funny;Emotional,"{""Simulation"": 280, ""Card Game"": 280, ""Visual Novel"": 267, ""Dating Sim"": 264, ""Casual"": 263, ""RPG"": 253, ""Puzzle"": 253, ""Comedy"": 228, ""Tabletop"": 219, ""Card Battler"": 208, ""Cute"": 201, ""Cartoony"": 188, ""Hand-drawn"": 176, ""Stylized"": 173, ""Colorful"": 158, ""LGBTQ+"": 143, ""Relaxing"": 127, ""Romance"": 107, ""Funny"": 90, ""Emotional"": 68}"
1715130,Crysis Remastered,Action,Action;FPS;Shooter;Sci-fi;Stealth;Sandbox;Singleplayer;Aliens;Atmospheric;Futuristic;Cinematic;Adventure;Realistic;Tactical;America;First-Person;Violent;Multiplayer;Survival;Open World,"{""Action"": 163, ""FPS"": 154, ""Shooter"": 150, ""Sci-fi"": 127, ""Stealth"": 126, ""Sandbox"": 122, ""Singleplayer"": 117, ""Aliens"": 111, ""Atmospheric"": 108, ""Futuristic"": 103, ""Cinematic"": 80, ""Adventure"": 79, ""Realistic"": 75, ""Tactical"": 73, ""America"": 69, ""First-Person"": 49, ""Violent"": 42, ""Multiplayer"": 36, ""Survival"": 21, ""Open World"": 14}"
1780780,Adult Puzzles - CamGirls,"Casual, Indie",,{}
1788490,Adult Puzzles - Hentai NightClub,"Casual, Indie",,{}
1796590,Adult Puzzles - Pole Dancer,"Casual, Indie",,{}
1798220,Adult Puzzles - Hentai Halloween,"Casual, Indie",,{}
1802340,Adult Puzzles - Fantasy Ladies 2,"Casual, Indie",,{}
1862200,Jigsaw Novel - Sexy Job Interview,"Casual, Indie",,{}
1898290,LEGO Bricktales,"Adventure, Casual, Simulation",Puzzle;LEGO;Cozy;Colorful;Design & Illustration;Family Friendly;Controller;Casual;Isometric;Singleplayer;Top-Down;Relaxing;3D;Funny;Atmospheric;Building;Adventure;Physics;Sandbox;Comedy,"{""Puzzle"": 371, ""LEGO"": 365, ""Cozy"": 362, ""Colorful"": 359, ""Design & Illustration"": 355, ""Family Friendly"": 344, ""Controller"": 338, ""Casual"": 333, ""Isometric"": 330, ""Singleplayer"": 325, ""Top-Down"": 323, ""Relaxing"": 319, ""3D"": 317, ""Funny"": 315, ""Atmospheric"": 312, ""Building"": 302, ""Adventure"": 294, ""Physics"": 289, ""Sandbox"": 280, ""Comedy"": 217}"
1948450,Sex Chess,"Action, Casual, Strategy",,{}
1968180,DIGGERGUN,"Action, Adventure, Indie, Simulation",,{}
2096600,Crysis 2 Remastered,Action,Action;FPS;Shooter;Sandbox;First-Person;Aliens;Hero Shooter;Shoot 'Em Up;Dark Humor;Dystopian ;Futuristic;Post-apocalyptic;Sci-fi;Tactical;Singleplayer;Combat;PvE;Violent;Multiplayer;Story Rich,"{""Action"": 202, ""FPS"": 168, ""Shooter"": 168, ""Sandbox"": 161, ""First-Person"": 134, ""Aliens"": 128, ""Hero Shooter"": 126, ""Shoot 'Em Up"": 109, ""Dark Humor"": 105, ""Dystopian "": 103, ""Futuristic"": 102, ""Post-apocalyptic"": 94, ""Sci-fi"": 83, ""Tactical"": 63, ""Singleplayer"": 53, ""Combat"": 49, ""PvE"": 35, ""Violent"": 31, ""Multiplayer"": 18, ""Story Rich"": 7}"
